show_id,type,title,date_added,release_year,rating,duration,description
s4806,Movie,Peace Haven,"October 1, 2018",2016,TV-14,73 min,Complications around the cremation of their deceased friend inspire three septuagenarian friends to build their own mortuary.
s4814,Movie,Peepli Live,"January 10, 2021",2010,TV-MA,109 min,Two indigent farmers consider suicide so that their families can collect a government subsidy that's paid to the relatives of deceased farmers.
s4818,Movie,Penalty,"July 5, 2020",2019,TV-14,125 min,"At a Lucknow college, an aspiring football player’s dream of playing nationally is threatened when he faces discrimination for his Manipuri background."
s4839,Movie,Petta,"April 5, 2019",2019,TV-14,170 min,"An affable, newly appointed college warden proves to be no ordinary man when an old enemy resurfaces and exposes his complicated, violent past."
s4843,Movie,Phantom,"October 1, 2018",2015,TV-14,129 min,India's primary intelligence agency sends an enigmatic operative on a top-secret mission to avenge the 11/26 terrorist attack on Mumbai.
s4846,Movie,Phir Bhi Dil Hai Hindustani,"April 1, 2018",2000,TV-14,159 min,"In this Bollywood entertainment, two journalists, Ajay and Ria, work for rival TV stations and compete heavily to mask their feelings for each other."
s4847,Movie,Phir Hera Pheri,"October 12, 2020",2006,TV-14,150 min,"Driven by greed, three rich friends seek to double their wealth and find themselves indebted to a ruthless gangster."
s4848,Movie,Phir Se,"January 15, 2018",2015,TV-14,118 min,"The paths of a man and a woman, who have both been recently divorced from their spouses, intersect at an art exhibition in London."
s4851,Movie,PhotoCopy,"September 10, 2020",2016,TV-14,138 min,"Posing as her bubbly identical twin for a quiz contest, a shy student crushes on a fellow participant, who falls for her — thinking she’s her sister."
s4852,Movie,Phullu,"December 31, 2019",2017,TV-14,96 min,"Struck by the lack of clean resources for menstruating women in his village, a jobless loafer braves social stigmas to create low-cost sanitary napkins."
s4858,Movie,Pihu,"June 15, 2019",2018,TV-14,90 min,"A two-year-old must fend for herself when her mother suddenly passes away while her father is gone for a conference, leaving her prone to danger."
s4860,Movie,Pimpal,"November 15, 2018",2017,TV-PG,92 min,"As a lonely widower prepares to leave India to live with his children in America, he looks back on past memories and unfinished business."
s4863,Movie,Pink,"January 20, 2017",2016,TV-14,130 min,"A sexual assault victim, unjustly tried for the attempted murder of her attacker, is defended by a retired lawyer who challenges India's rape culture."
s4869,Movie,Pitaah,"March 1, 2018",2002,TV-MA,127 min,"Thakur Avadh is an evil landlord in a remote village who rules with an iron fist. His two sons live a debauched life, knowing that their father will bail them out of any scrape."
s4870,Movie,Pizza,"October 1, 2018",2014,TV-14,102 min,A pizza delivery boy who doesn't believe in the supernatural is forced to confront his convictions after being trapped in a house on his route.
s4873,Movie,PK,"September 6, 2018",2014,TV-14,146 min,Aamir Khan teams with director Rajkumar Hirani to play a social crusader in a political satire on the state of corruption in India.
s4881,Movie,Players,"July 5, 2020",2012,TV-14,162 min,"Learning of a fortune in gold being secretly shipped to Romania, master thieves Charlie and Riya assemble a crack team to steal it."
s4906,Movie,Pooja Kiven Aa,"October 1, 2018",2013,TV-PG,122 min,"When a woman arrives in Mumbai and hires three spirited boys to care for her estate, she discovers they're more trustworthy than her family members."
s4918,Movie,Poshter Girl,"September 10, 2020",2016,TV-14,138 min,"In a town infamous for female infanticide, a young woman’s arrival has local bachelors vying for her hand in marriage — but she has a bigger agenda."
s4921,Movie,Poster Boys,"November 27, 2017",2017,PG-13,128 min,"Three men are stunned to find their faces on a poster promoting vasectomies, and must prove to their upset loved ones that they're innocent victims."
s4926,Movie,Power Paandi,"December 1, 2018",2017,TV-MA,124 min,"Retired, restless and constantly butting heads with his son, a former stuntman escapes on a road trip that becomes a journey to find his first love."
s4958,Movie,Prague,"December 1, 2017",2013,TV-MA,106 min,The chaotic ramblings of a young architect's mind take hold of his life as he leaves behind his past in India to work in Prague.
s4959,Movie,Pranaam,"November 25, 2019",2019,TV-14,117 min,"Aspiring to fulfill his father’s dream and become a civil services officer, a young man loses his way upon becoming entangled with a criminal lynchpin."
s4962,Movie,Prem Ratan Dhan Payo,"June 25, 2020",2015,TV-14,164 min,"While recovering from an assassination attempt four days prior to his coronation, a stern prince is replaced by a joyful and generous doppelgänger."
s4963,Movie,Premachi Goshta,"February 15, 2018",2013,TV-14,127 min,"A man and a woman struggling to keep their respective marriages afloat run into each other at a marriage counselor's office, with unexpected results."
s4971,Movie,Prince,"June 1, 2017",1969,TV-PG,152 min,"To better himself, a spoiled prince temporarily assumes a commoner’s identity. But he soon learns his palace has been gifted to his father’s new wife."
s4982,Movie,Professor,"July 1, 2017",1962,TV-PG,163 min,A college grad in need of money must disguise himself as an old man to tutor two young women who are under the watchful eye of their strict aunt.
s4985,Movie,Project Marathwada,"July 25, 2020",2016,TV-MA,103 min,"After his son’s suicide, a debt-ridden farmer seeks justice from the government. But as his pleas are mocked and rebuffed, his own will to live erodes."
s4987,Movie,Project Papa,"June 7, 2020",2018,TV-14,92 min,"When a busy entrepreneur pauses her career to spend time with her aging father, both learn valuable lessons on happiness, love and living in the moment."
s4994,Movie,Psycho,"May 1, 2020",2020,TV-MA,143 min,"As a visually impaired man attempts to rescue his love interest from a serial killer, the dark story behind the murderer’s disturbing psyche emerges."
s5001,Movie,Pukar,"March 1, 2018",2000,TV-14,165 min,A notorious terrorist manipulates an Indian army major's jilted lover into helping him obtain a classified military code.
s5004,Movie,Punjab 1984,"November 1, 2017",2014,TV-14,158 min,"During a time of political turmoil, a mother goes on a journey in search of her missing son, who has been misjudged and labeled a terrorist."
s5010,Movie,Puriyatha Puthir,"January 1, 2019",2017,TV-MA,120 min,An aspiring music director begins to receive voyeuristic footage of his girlfriend from her apparent stalker as tragedy strikes those around him.
s5015,Movie,Pyaar Ka Punchnama,"May 1, 2017",2011,TV-14,149 min,Matters of the heart introduce chaos into the once-idyllic bachelor existence of three young men who share an apartment.
s5016,Movie,Pyaar Ka Punchnama 2,"July 5, 2020",2015,TV-MA,136 min,Three young bachelors find the reality of relationships to be far removed from the idea of true romance that they had once pursued.
s5017,Movie,Pyaar Ke Side Effects,"February 15, 2019",2006,TV-MA,120 min,"A commitment-phobe agrees to marry his girlfriend, setting in motion a series of hilarious mishaps that has him questioning what he got himself into."
s5019,Movie,Pyar Ke Do Pal,"January 15, 2018",1986,TV-14,153 min,"Twins separated by a court order meet at camp and decide to reunite their parents, unaware of the dark secret that drove them apart years before."
s5021,Movie,Qarib Qarib Singlle,"August 28, 2018",2017,TV-14,120 min,"After reluctantly joining a dating app, a 35-year-old widow accompanies an easygoing poet on a trip to visit three of his exes."
s5023,Movie,Qila,"June 1, 2017",1998,TV-14,161 min,"When an abusive landowner is murdered, his twin brother sets out to find the killer but quickly discovers that everyone, it seems, wanted him dead."
s5025,Movie,Qismat,"December 1, 2019",2018,TV-PG,137 min,"A young villager moves to Chandigarh and falls for his bubbly neighbor, but their love story is affected by several heartbreaking twists of fate."
s5031,Movie,Queen,"July 5, 2020",2014,TV-MA,138 min,"Dumped by her fiancé, a sheltered young woman decides to go on her honeymoon to Europe alone, embarking on an exhilarating journey of self-discovery."
s5046,Movie,R.K.Nagar,"April 29, 2020",2019,TV-14,132 min,Things look up for a Chennai man struggling to make ends meet when he falls for a politician’s daughter – until he gets entangled in a murder case.
s5048,Movie,Raajneeti,"August 2, 2018",2010,TV-14,162 min,"When the American-educated scion of a powerful Indian family returns to the subcontinent, his first taste of power starts him down a corrupt path."
s5049,Movie,Raat Akeli Hai,"July 31, 2020",2020,TV-MA,150 min,"When a newly married landlord is murdered, a misfit cop’s investigation is complicated by the victim’s secretive family and his own conflicted heart."
s5053,Movie,Race,"October 1, 2018",2008,TV-14,155 min,The plot thickens around two horse-racing competitors when three beautiful women come into their lives and a murder is committed.
s5054,Movie,Race 2,"October 1, 2018",2013,TV-14,139 min,"In this sequel set in the world of horse racing, half-brothers Ranvir and Rajiv Singh return for another complex tale of love, greed and violence."
s5059,Movie,Radiopetti,"January 1, 2017",2015,TV-PG,83 min,"An elderly, hearing-impaired Indian man stays connected to the world of the past through the beloved valve radio he has owned since childhood."
s5061,Movie,Raees,"May 26, 2017",2017,TV-14,143 min,"After street smart kid Raees rises to become Gujarat's bootlegging king in the 1980s, he tries to balance his life of crime with helping his people."
s5065,Movie,Ragini MMS,"May 31, 2019",2011,TV-MA,93 min,A couple out to have a sensuous weekend at a house outside of Mumbai finds it rigged with surveillance cameras and occupied by an evil entity.
s5066,Movie,Ragini MMS 2,"May 31, 2019",2014,TV-MA,113 min,The horror continues when Ragini's video goes viral and a sleazy director decides to make a movie about the incident in the original house.
s5068,Movie,Rahasya,"March 1, 2018",2015,TV-14,117 min,"The murder of a teenage girl found dead in her bedroom opens up a twisted investigation that leads into a dark, murky labyrinth of secrets and lies."
s5072,Movie,Rainbow Jelly,"April 15, 2019",2018,TV-14,119 min,"Mistreated by his cruel uncle, an imaginative orphan with autism sees hope when a fairy vows to change his life with a week of enchanted recipes."
s5078,Movie,Raja Hindustani,"May 1, 2017",1996,TV-14,177 min,"When a poor taxi driver falls in love with a wealthy young woman, he must stand up to her family and contend with his own insecurities."
s5079,Movie,Raja Natwarlal,"November 1, 2018",2014,TV-14,131 min,A small-time con man assembles a team to help him avenge the death of his partner-in-crime at the hands of a powerful gangster.
s5081,Movie,Rajma Chawal,"November 30, 2018",2018,TV-MA,119 min,"Hoping to revive his relationship with his resentful millennial son, an internet-rookie widower assumes the online persona of a young woman."
s5082,Movie,Rajnigandha,"December 31, 2019",1974,TV-PG,104 min,"A grad student leaves her boyfriend in Delhi for a job interview in Mumbai, where she reconnects with an old flame for whom she still has feelings."
s5084,Movie,Rakkhosh,"June 20, 2019",2019,TV-MA,116 min,An asylum patient’s troubled past threatens his grasp on reality as fellow hospital residents begin disappearing at the hands of an unknown entity.
s5089,Movie,Ram Jaane,"May 15, 2017",1995,TV-14,142 min,"Two boyhood pals – one righteous, the other a criminal – take very different paths to adulthood. Their love for the same woman may prove disastrous."
